0	0
1	1
2	3
3	5
4	8
5	10
6	13
7	16
8	20
9	22
10	25
11	28
12	32
13	35
14	39
15	43
16	48
17	50
18	53
19	56
20	60
21	63
22	67
23	71
24	76
25	79
26	83
27	87
28	92
29	96
30	101
31	106
32	112
33	114
34	117
35	120
36	124
37	127
38	131
39	135
40	140
41	143
42	147
43	151
44	156
45	160
46	165
47	170
48	176
49	179
50	183
51	187
52	192
53	196
54	201
55	206
56	212
57	216
58	221
59	226
60	232
61	237
62	243
63	249
64	256
65	258
66	261
67	264
68	268
69	271
70	275
71	279
72	284
73	287
74	291
75	295
76	300
77	304
78	309
79	314
80	320
81	323
82	327
83	331
84	336
85	340
86	345
87	350
88	356
89	360
90	365
91	370
92	376
93	381
94	387
95	393
96	400
97	403
98	407
99	411
100	416
101	420
102	425
103	430
104	436
105	440
106	445
107	450
108	456
109	461
110	467
111	473
112	480
113	484
114	489
115	494
116	500
117	505
118	511
119	517
120	524
121	529
122	535
123	541
124	548
125	554
126	561
127	568
128	576
129	578
130	581
131	584
132	588
133	591
134	595
135	599
136	604
137	607
138	611
139	615
140	620
141	624
142	629
143	634
144	640
145	643
146	647
147	651
148	656
149	660
150	665
151	670
152	676
153	680
154	685
155	690
156	696
157	701
158	707
159	713
160	720
161	723
162	727
163	731
164	736
165	740
166	745
167	750
168	756
169	760
170	765
171	770
172	776
173	781
174	787
175	793
176	800
177	804
178	809
179	814
180	820
181	825
182	831
183	837
184	844
185	849
186	855
187	861
188	868
189	874
190	881
191	888
192	896
193	899
194	903
195	907
196	912
197	916
198	921
199	926
200	932
201	936
202	941
203	946
204	952
205	957
206	963
207	969
208	976
209	980
210	985
211	990
212	996
213	1001
214	1007
215	1013
216	1020
217	1025
218	1031
219	1037
220	1044
221	1050
222	1057
223	1064
224	1072
225	1076
226	1081
227	1086
228	1092
229	1097
230	1103
231	1109
232	1116
233	1121
234	1127
235	1133
236	1140
237	1146
238	1153
239	1160
240	1168
241	1173
242	1179
243	1185
244	1192
245	1198
246	1205
247	1212
248	1220
249	1226
250	1233
251	1240
252	1248
253	1255
254	1263
255	1271
256	1280
257	1282
258	1285
259	1288
260	1292
261	1295
262	1299
263	1303
264	1308
265	1311
266	1315
267	1319
268	1324
269	1328
270	1333
271	1338
272	1344
273	1347
274	1351
275	1355
276	1360
277	1364
278	1369
279	1374
280	1380
281	1384
282	1389
283	1394
284	1400
285	1405
286	1411
287	1417
288	1424
289	1427
290	1431
291	1435
292	1440
293	1444
294	1449
295	1454
296	1460
297	1464
298	1469
299	1474
300	1480
301	1485
302	1491
303	1497
304	1504
305	1508
306	1513
307	1518
308	1524
309	1529
310	1535
311	1541
312	1548
313	1553
314	1559
315	1565
316	1572
317	1578
318	1585
319	1592
320	1600
321	1603
322	1607
323	1611
324	1616
325	1620
326	1625
327	1630
328	1636
329	1640
330	1645
331	1650
332	1656
333	1661
334	1667
335	1673
336	1680
337	1684
338	1689
339	1694
340	1700
341	1705
342	1711
343	1717
344	1724
345	1729
346	1735
347	1741
348	1748
349	1754
350	1761
351	1768
352	1776
353	1780
354	1785
355	1790
356	1796
357	1801
358	1807
359	1813
360	1820
361	1825
362	1831
363	1837
364	1844
365	1850
366	1857
367	1864
368	1872
369	1877
370	1883
371	1889
372	1896
373	1902
374	1909
375	1916
376	1924
377	1930
378	1937
379	1944
380	1952
381	1959
382	1967
383	1975
384	1984
385	1987
386	1991
387	1995
388	2000
389	2004
390	2009
391	2014
392	2020
393	2024
394	2029
395	2034
396	2040
397	2045
398	2051
399	2057
400	2064
401	2068
402	2073
403	2078
404	2084
405	2089
406	2095
407	2101
408	2108
409	2113
410	2119
411	2125
412	2132
413	2138
414	2145
415	2152
416	2160
417	2164
418	2169
419	2174
420	2180
421	2185
422	2191
423	2197
424	2204
425	2209
426	2215
427	2221
428	2228
429	2234
430	2241
431	2248
432	2256
433	2261
434	2267
435	2273
436	2280
437	2286
438	2293
439	2300
440	2308
441	2314
442	2321
443	2328
444	2336
445	2343
446	2351
447	2359
448	2368
449	2372
450	2377
451	2382
452	2388
453	2393
454	2399
455	2405
456	2412
457	2417
458	2423
459	2429
460	2436
461	2442
462	2449
463	2456
464	2464
465	2469
466	2475
467	2481
468	2488
469	2494
470	2501
471	2508
472	2516
473	2522
474	2529
475	2536
476	2544
477	2551
478	2559
479	2567
480	2576
481	2581
482	2587
483	2593
484	2600
485	2606
486	2613
487	2620
488	2628
489	2634
490	2641
491	2648
492	2656
493	2663
494	2671
495	2679
496	2688
497	2694
498	2701
499	2708
500	2716
501	2723
502	2731
503	2739
504	2748
505	2755
506	2763
507	2771
508	2780
509	2788
510	2797
511	2806
512	2816
513	2818
514	2821
515	2824
516	2828
517	2831
518	2835
519	2839
520	2844
521	2847
522	2851
523	2855
524	2860
525	2864
526	2869
527	2874
528	2880
529	2883
530	2887
531	2891
532	2896
533	2900
534	2905
535	2910
536	2916
537	2920
538	2925
539	2930
540	2936
541	2941
542	2947
543	2953
544	2960
545	2963
546	2967
547	2971
548	2976
549	2980
550	2985
551	2990
552	2996
553	3000
554	3005
555	3010
556	3016
557	3021
558	3027
559	3033
560	3040
561	3044
562	3049
563	3054
564	3060
565	3065
566	3071
567	3077
568	3084
569	3089
570	3095
571	3101
572	3108
573	3114
574	3121
575	3128
576	3136
577	3139
578	3143
579	3147
580	3152
581	3156
582	3161
583	3166
584	3172
585	3176
586	3181
587	3186
588	3192
589	3197
590	3203
591	3209
592	3216
593	3220
594	3225
595	3230
596	3236
597	3241
598	3247
599	3253
600	3260
601	3265
602	3271
603	3277
604	3284
605	3290
606	3297
607	3304
608	3312
609	3316
610	3321
611	3326
612	3332
613	3337
614	3343
615	3349
616	3356
617	3361
618	3367
619	3373
620	3380
621	3386
622	3393
623	3400
624	3408
625	3413
626	3419
627	3425
628	3432
629	3438
630	3445
631	3452
632	3460
633	3466
634	3473
635	3480
636	3488
637	3495
638	3503
639	3511
640	3520
641	3523
642	3527
643	3531
644	3536
645	3540
646	3545
647	3550
648	3556
649	3560
650	3565
651	3570
652	3576
653	3581
654	3587
655	3593
656	3600
657	3604
658	3609
659	3614
660	3620
661	3625
662	3631
663	3637
664	3644
665	3649
666	3655
667	3661
668	3668
669	3674
670	3681
671	3688
672	3696
673	3700
674	3705
675	3710
676	3716
677	3721
678	3727
679	3733
680	3740
681	3745
682	3751
683	3757
684	3764
685	3770
686	3777
687	3784
688	3792
689	3797
690	3803
691	3809
692	3816
693	3822
694	3829
695	3836
696	3844
697	3850
698	3857
699	3864
700	3872
701	3879
702	3887
703	3895
704	3904
705	3908
706	3913
707	3918
708	3924
709	3929
710	3935
711	3941
712	3948
713	3953
714	3959
715	3965
716	3972
717	3978
718	3985
719	3992
720	4000
721	4005
722	4011
723	4017
724	4024
725	4030
726	4037
727	4044
728	4052
729	4058
730	4065
731	4072
732	4080
733	4087
734	4095
735	4103
736	4112
737	4117
738	4123
739	4129
740	4136
741	4142
742	4149
743	4156
744	4164
745	4170
746	4177
747	4184
748	4192
749	4199
750	4207
751	4215
752	4224
753	4230
754	4237
755	4244
756	4252
757	4259
758	4267
759	4275
760	4284
761	4291
762	4299
763	4307
764	4316
765	4324
766	4333
767	4342
768	4352
769	4355
770	4359
771	4363
772	4368
773	4372
774	4377
775	4382
776	4388
777	4392
778	4397
779	4402
780	4408
781	4413
782	4419
783	4425
784	4432
785	4436
786	4441
787	4446
788	4452
789	4457
790	4463
791	4469
792	4476
793	4481
794	4487
795	4493
796	4500
797	4506
798	4513
799	4520
800	4528
801	4532
802	4537
803	4542
804	4548
805	4553
806	4559
807	4565
808	4572
809	4577
810	4583
811	4589
812	4596
813	4602
814	4609
815	4616
816	4624
817	4629
818	4635
819	4641
820	4648
821	4654
822	4661
823	4668
824	4676
825	4682
826	4689
827	4696
828	4704
829	4711
830	4719
831	4727
832	4736
833	4740
834	4745
835	4750
836	4756
837	4761
838	4767
839	4773
840	4780
841	4785
842	4791
843	4797
844	4804
845	4810
846	4817
847	4824
848	4832
849	4837
850	4843
851	4849
852	4856
853	4862
854	4869
855	4876
856	4884
857	4890
858	4897
859	4904
860	4912
861	4919
862	4927
863	4935
864	4944
865	4949
866	4955
867	4961
868	4968
869	4974
870	4981
871	4988
872	4996
873	5002
874	5009
875	5016
876	5024
877	5031
878	5039
879	5047
880	5056
881	5062
882	5069
883	5076
884	5084
885	5091
886	5099
887	5107
888	5116
889	5123
890	5131
891	5139
892	5148
893	5156
894	5165
895	5174
896	5184
897	5188
898	5193
899	5198
900	5204
901	5209
902	5215
903	5221
904	5228
